Genus,Importer,Exporter,Term,Purpose,Source
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,BE,TH,live,T,A
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,FR,TH,cultures,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,RU,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,BE,TH,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,ID,unspecified,,
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,BE,TH,live,T,A
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,DE,TH,live,P,D
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,FR,TH,live,T,D
Paphiopedilum,HK,TH,live,P,D
Paphiopedilum,HK,TH,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,DE,CN,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,US,CA,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,cultures,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,AU,MY,live,T,A
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,DE,MY,live,T,A
Paphiopedilum,DE,MY,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,MY,live,T,A
Paphiopedilum,JP,MY,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,SG,MY,live,T,A
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,MY,live,T,A
Paphiopedilum,US,MY,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,AE,NL,live,,A
Paphiopedilum,AF,TH,live,T,A
Paphiopedilum,AM,NL,live,,A
Paphiopedilum,AW,NL,live,,A
Paphiopedilum,AZ,NL,live,,A
Paphiopedilum,BE,TW,live,T,A
Paphiopedilum,BY,NL,live,,A
Paphiopedilum,CA,CN,live,T,A
Paphiopedilum,CA,US,live,T,A
Paphiopedilum,CH,BE,live,T,A
Paphiopedilum,CH,CN,live,T,A
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,Q,A
Paphiopedilum,CH,NL,live,,A
Paphiopedilum,CI,NL,live,,A
Paphiopedilum,CN,DK,live,Q,A
Paphiopedilum,CN,DK,live,,
Paphiopedilum,CW,NL,live,,A
Paphiopedilum,CZ,TW,live,T,D
Paphiopedilum,DE,CH,live,T,A
Paphiopedilum,DE,CN,live,T,A
Paphiopedilum,DE,TH,live,T,A
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,A
Paphiopedilum,FO,NL,live,,A
Paphiopedilum,FR,TW,cultures,T,A
Paphiopedilum,GB,TW,live,T,A
Paphiopedilum,GB,TW,live,T,D
Paphiopedilum,GE,NL,live,,A
Paphiopedilum,GP,NL,live,,A
Paphiopedilum,HK,NL,live,T,A
Paphiopedilum,HK,NL,live,,A
Paphiopedilum,HK,US,live,T,A
Paphiopedilum,HU,TW,live,T,A
Paphiopedilum,IL,NL,live,,A
Paphiopedilum,JP,CN,live,T,A
Paphiopedilum,JP,DE,live,T,A
Paphiopedilum,JP,US,live,T,A
Paphiopedilum,KW,NL,live,T,W
Paphiopedilum,KW,NL,live,,A
Paphiopedilum,KZ,NL,live,,A
Paphiopedilum,LB,NL,live,,A
Paphiopedilum,MD,NL,live,,A
Paphiopedilum,MK,NL,live,,A
Paphiopedilum,MQ,NL,live,,A
Paphiopedilum,MV,NL,live,,A
Paphiopedilum,NO,NL,live,,A
Paphiopedilum,OM,NL,live,,A
Paphiopedilum,RE,NL,live,,A
Paphiopedilum,RS,NL,live,,A
Paphiopedilum,SG,NL,live,,A
Paphiopedilum,TR,NL,live,,A
Paphiopedilum,TW,US,live,T,A
Paphiopedilum,UA,NL,live,,A
Paphiopedilum,US,CA,live,T,A
Paphiopedilum,US,CN,live,T,A
Paphiopedilum,US,DE,live,T,A
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,DO,live,T,A
Paphiopedilum,US,EC,live,T,A
Paphiopedilum,US,JP,live,T,A
Paphiopedilum,US,TH,live,T,A
Paphiopedilum,US,TH,live,T,A
Paphiopedilum,US,TW,live,T,A
Paphiopedilum,XX,NL,live,,A
Paphiopedilum,ZA,NL,live,,A
Paphiopedilum,ZA,US,live,T,A
Paphiopedilum,ZW,NL,live,,A
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,CH,DE,live,Q,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,CN,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,CN,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,CN,live,T,D
Paphiopedilum,JP,CN,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,AU,MY,live,T,A
Paphiopedilum,AU,MY,live,T,D
Paphiopedilum,BE,TH,live,T,A
Paphiopedilum,DE,MY,live,T,A
Paphiopedilum,DE,MY,live,T,D
Paphiopedilum,DE,TH,live,P,D
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,FR,TH,live,T,D
Paphiopedilum,HK,TH,live,P,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,MY,live,T,A
Paphiopedilum,JP,MY,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,SG,MY,live,T,A
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,MY,live,T,A
Paphiopedilum,US,MY,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,JP,MY,live,T,D
Paphiopedilum,US,MY,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,CH,DE,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,FR,TW,cultures,T,A
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AU,MY,live,T,A
Paphiopedilum,AU,MY,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,CH,DE,live,T,D
Paphiopedilum,DE,MY,live,T,A
Paphiopedilum,DE,MY,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,MY,live,T,A
Paphiopedilum,JP,MY,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,SG,MY,live,T,A
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,MY,live,T,A
Paphiopedilum,US,MY,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,CH,DE,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,cultures,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,FR,TW,cultures,T,A
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AU,MY,live,T,A
Paphiopedilum,AU,MY,live,T,D
Paphiopedilum,CH,DE,live,T,D
Paphiopedilum,DE,MY,live,T,A
Paphiopedilum,DE,MY,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,JP,MY,live,T,A
Paphiopedilum,JP,MY,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,SG,MY,live,T,A
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,MY,live,T,A
Paphiopedilum,US,MY,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TW,cultures,T,A
Paphiopedilum,GB,TW,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,CA,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,CN,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Peristeria,DE,BR,live,T,A
Peristeria,DE,EC,live,T,D
Peristeria,JP,BR,live,T,A
Peristeria,JP,BR,live,T,D
Peristeria,US,EC,live,T,D
Peristeria,US,PA,live,T,A
Peristeria,US,TH,live,T,D
Phragmipedium,AU,SG,live,B,D
Phragmipedium,CA,PE,live,T,D
Phragmipedium,CA,US,live,T,D
Phragmipedium,DE,EC,live,T,D
Phragmipedium,DE,PE,live,T,A
Phragmipedium,DE,PE,live,T,D
Phragmipedium,ES,PE,live,T,D
Phragmipedium,FR,EC,live,T,A
Phragmipedium,GT,PE,live,T,D
Phragmipedium,JP,EC,live,T,A
Phragmipedium,JP,EC,live,T,D
Phragmipedium,JP,PE,live,T,D
Phragmipedium,JP,US,live,T,A
Phragmipedium,JP,US,live,T,D
Phragmipedium,RU,US,live,T,D
Phragmipedium,SG,PE,live,G,D
Phragmipedium,SG,PE,live,T,D
Phragmipedium,TH,SG,live,P,D
Phragmipedium,TW,PE,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,US,PE,live,T,D
Phragmipedium,CA,US,live,T,D
Phragmipedium,CH,DE,live,T,A
Phragmipedium,DE,EC,live,T,D
Phragmipedium,DE,US,live,T,A
Phragmipedium,DE,US,live,T,D
Phragmipedium,FR,EC,live,T,A
Phragmipedium,FR,EC,live,T,D
Phragmipedium,JP,EC,live,T,D
Phragmipedium,JP,US,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,US,PE,live,T,D
Phragmipedium,CA,PE,live,T,D
Phragmipedium,DE,EC,live,T,D
Phragmipedium,DE,PE,live,T,A
Phragmipedium,DE,PE,live,T,D
Phragmipedium,FR,EC,live,T,D
Phragmipedium,GT,PE,live,T,D
Phragmipedium,JP,EC,live,T,D
Phragmipedium,SG,BR,live,B,A
Phragmipedium,SG,EC,live,G,D
Phragmipedium,SG,PE,live,G,D
Phragmipedium,SG,PE,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,US,PE,live,T,D
Phragmipedium,SG,EC,live,G,D
Phragmipedium,SG,PE,live,G,D
Phragmipedium,US,PE,live,T,D
Phragmipedium,CA,PE,live,T,D
Phragmipedium,CA,US,live,T,D
Phragmipedium,CH,DE,live,T,A
Phragmipedium,DE,EC,live,T,D
Phragmipedium,DE,PE,live,T,A
Phragmipedium,DE,PE,live,T,D
Phragmipedium,DE,US,live,T,D
Phragmipedium,ES,PE,live,T,D
Phragmipedium,FR,EC,live,T,A
Phragmipedium,FR,EC,live,T,D
Phragmipedium,GT,PE,live,T,D
Phragmipedium,JP,EC,live,T,D
Phragmipedium,JP,PE,live,T,D
Phragmipedium,SG,EC,live,G,D
Phragmipedium,SG,PE,live,G,D
Phragmipedium,SG,PE,live,T,D
Phragmipedium,TW,PE,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,US,PE,live,T,D
Phragmipedium,DE,EC,live,T,D
Phragmipedium,FR,EC,live,T,A
Phragmipedium,FR,EC,live,T,D
Phragmipedium,JP,EC,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,CA,PE,live,T,D
Phragmipedium,CA,US,live,T,A
Phragmipedium,CN,DK,live,Q,A
Phragmipedium,CN,DK,live,,
Phragmipedium,CN,EC,live,E,A
Phragmipedium,DE,EC,live,T,A
Phragmipedium,DE,PE,live,T,A
Phragmipedium,DE,PE,live,T,D
Phragmipedium,DE,US,live,T,A
Phragmipedium,FR,EC,live,T,A
Phragmipedium,GT,PE,live,T,D
Phragmipedium,HK,US,live,T,A
Phragmipedium,JP,PE,live,T,D
Phragmipedium,JP,US,live,T,A
Phragmipedium,RU,US,live,T,A
Phragmipedium,SG,PE,live,T,D
Phragmipedium,TW,PE,live,T,D
Phragmipedium,TW,US,live,T,A
Phragmipedium,US,CA,live,T,A
Phragmipedium,US,CA,live,T,D
Phragmipedium,US,DE,live,T,A
Phragmipedium,US,EC,live,T,A
Phragmipedium,US,PE,live,T,A
Phragmipedium,US,PE,live,T,D
Phragmipedium,CA,US,live,T,D
Phragmipedium,DE,US,live,T,D
Phragmipedium,DE,EC,live,T,D
Phragmipedium,DE,US,live,T,D
Phragmipedium,FR,EC,live,T,A
Phragmipedium,JP,EC,live,T,D
Phragmipedium,JP,US,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,DE,US,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,CA,US,live,T,D
Phragmipedium,CH,DE,live,Q,A
Phragmipedium,DE,EC,live,T,D
Phragmipedium,DE,US,live,T,D
Phragmipedium,FR,EC,live,T,D
Phragmipedium,JP,US,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,CA,PE,live,T,D
Phragmipedium,CA,US,live,T,D
Phragmipedium,CH,DE,live,T,A
Phragmipedium,DE,EC,live,T,D
Phragmipedium,DE,PE,live,T,A
Phragmipedium,DE,PE,live,T,D
Phragmipedium,DE,US,live,T,D
Phragmipedium,FR,EC,live,T,A
Phragmipedium,GT,PE,live,T,D
Phragmipedium,JP,PE,live,T,D
Phragmipedium,SG,PE,live,T,D
Phragmipedium,TW,PE,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,US,PE,live,T,D
Phragmipedium,CA,PE,live,T,D
Phragmipedium,CH,DE,live,T,A
Phragmipedium,DE,PE,live,T,A
Phragmipedium,DE,PE,live,T,D
Phragmipedium,DE,US,live,T,D
Phragmipedium,GT,PE,live,T,D
Phragmipedium,JP,PE,live,T,D
Phragmipedium,SG,PE,live,T,D
Phragmipedium,TW,PE,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,PE,live,T,D
Phragmipedium,DE,US,live,T,D
Phragmipedium,CA,US,live,T,D
Phragmipedium,CH,DE,live,T,A
Phragmipedium,DE,EC,live,T,D
Phragmipedium,DE,US,live,T,D
Phragmipedium,FR,EC,live,T,A
Phragmipedium,FR,EC,live,T,D
Phragmipedium,JP,US,live,T,D
Phragmipedium,US,DE,live,T,D
Phragmipedium,US,EC,live,T,D
Phragmipedium,DE,BR,live,T,A
Phragmipedium,DE,US,live,T,D
Phragmipedium,JP,BR,live,T,D
Phragmipedium,US,BR,live,T,A
Phragmipedium,US,DE,live,T,D
Phragmipedium,DE,PE,live,T,A
Phragmipedium,DE,PE,live,T,D
Phragmipedium,JP,PE,live,T,D
Phragmipedium,SG,PE,live,G,D
Phragmipedium,US,PE,live,T,D
Phragmipedium,DE,US,live,T,D
Scleropages,AE,SG,live,T,D
Scleropages,BE,ID,live,T,D
Scleropages,BE,SG,live,T,D
Scleropages,BR,MY,live,T,D
Scleropages,CA,MY,live,T,D
Scleropages,CA,SG,live,T,D
Scleropages,CA,SG,live,T,D
Scleropages,CN,ID,live,T,D
Scleropages,CN,MY,live,T,D
Scleropages,CN,MY,live,T,D
Scleropages,CN,SG,live,T,D
Scleropages,CN,SG,live,T,D
Scleropages,CN,SG,live,T,D
Scleropages,CZ,SG,live,T,D
Scleropages,CZ,SG,live,T,D
Scleropages,DE,ID,live,P,D
Scleropages,DE,ID,live,T,D
Scleropages,DE,SG,live,T,D
Scleropages,DK,SG,live,T,D
Scleropages,DK,SG,live,P,D
Scleropages,DK,SG,live,T,D
Scleropages,FR,SG,live,T,D
Scleropages,FR,SG,live,T,D
Scleropages,GB,ID,live,T,D
Scleropages,GB,MY,live,T,D
Scleropages,GB,SG,live,T,D
Scleropages,HK,ID,live,T,D
Scleropages,HK,MY,live,T,D
Scleropages,HK,SG,live,P,D
Scleropages,HK,SG,live,T,D
Scleropages,HK,SG,live,T,D
Scleropages,ID,SG,live,T,D
Scleropages,IN,SG,live,T,D
Scleropages,IN,SG,live,T,D
Scleropages,IN,SG,live,T,D
Scleropages,IR,MY,live,T,D
Scleropages,IT,SG,live,T,D
Scleropages,IT,SG,live,T,D
Scleropages,JP,ID,live,P,D
Scleropages,JP,ID,live,T,D
Scleropages,JP,MY,live,T,D
Scleropages,JP,SG,live,T,D
Scleropages,JP,SG,live,T,D
Scleropages,JP,SG,live,T,D
Scleropages,JP,TH,live,T,D
Scleropages,KH,ID,live,T,D
Scleropages,KP,MY,live,T,D
Scleropages,KR,ID,live,T,D
Scleropages,KR,SG,live,T,D
Scleropages,KR,SG,live,T,D
Scleropages,KR,SG,live,T,D
Scleropages,KW,SG,live,T,D
Scleropages,LK,MY,live,T,D
Scleropages,LK,SG,live,T,D
Scleropages,LK,SG,live,T,D
Scleropages,LK,SG,live,T,D
Scleropages,MO,SG,live,T,D
Scleropages,MO,SG,live,T,D
Scleropages,MY,ID,live,T,D
Scleropages,MY,SG,live,T,D
Scleropages,MY,SG,live,T,D
Scleropages,MY,SG,live,T,C
Scleropages,MY,SG,live,T,D
Scleropages,NL,ID,live,T,D
Scleropages,NL,MY,live,T,D
Scleropages,NL,SG,live,T,D
Scleropages,NL,SG,live,T,D
Scleropages,NO,SG,live,T,C
Scleropages,NO,SG,live,T,D
Scleropages,NZ,MY,live,T,D
Scleropages,NZ,SG,live,T,D
Scleropages,PF,SG,live,T,D
Scleropages,PF,SG,live,T,D
Scleropages,PH,HK,live,T,D
Scleropages,PH,ID,live,T,D
Scleropages,PH,MY,live,T,D
Scleropages,PH,SG,live,T,D
Scleropages,PH,SG,live,T,D
Scleropages,PH,SG,live,T,D
Scleropages,RU,SG,live,T,D
Scleropages,RU,SG,live,T,D
Scleropages,RU,SG,live,T,D
Scleropages,SE,ID,live,T,D
Scleropages,SG,ID,live,T,D
Scleropages,SG,MY,live,T,D
Scleropages,SK,MY,live,T,D
Scleropages,TH,ID,live,T,D
Scleropages,TH,MY,live,T,D
Scleropages,TH,SG,live,T,D
Scleropages,TH,SG,live,T,D
Scleropages,TR,SG,live,T,D
Scleropages,TR,SG,live,T,D
Scleropages,TW,ID,live,T,D
Scleropages,TW,MY,live,T,D
Scleropages,TW,MY,live,T,W
Scleropages,TW,SG,live,T,D
Scleropages,TW,SG,live,T,D
Scleropages,TW,SG,live,T,D
Scleropages,UA,SG,live,T,D
Scleropages,US,VN,live,T,I
Scleropages,VN,ID,live,P,D
Scleropages,VN,ID,live,T,D
Scleropages,VN,MY,live,T,D
Scleropages,VN,SG,live,T,D
Scleropages,VN,SG,live,T,D
Scleropages,XX,SG,live,T,D
Scleropages,XX,SG,live,T,D
Scleropages,ZA,SG,live,T,D
Scleropages,ZA,SG,live,T,D
Chlamydotis,AE,MA,live,P,C
Chlamydotis,BH,AE,live,N,C
Chlamydotis,JO,AE,bodies,E,C
Chlamydotis,JO,AE,live,N,C
